#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 03 50 999 99.0 99.0  0.66 14.29  7.38 283 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 01 05 20 999 99.0 99.0  0.74 13.33  7.84 253 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 05 50 999 99.0 99.0  0.87 14.29  9.18 272 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 06 20 999 99.0 99.0  0.92 14.29  9.17 276 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 06 50 999 99.0 99.0  0.89 12.50  8.95 270 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 07 20 999 99.0 99.0  0.88 12.50  8.75 273 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 07 50 999 99.0 99.0  0.84 14.29  8.64 249 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 08 20 999 99.0 99.0  0.87 13.33  8.47 263 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 08 50 999 99.0 99.0  0.82 12.50  8.19 261 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 09 20 999 99.0 99.0  0.78 13.33  7.93 265 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 09 50 999 99.0 99.0  0.79 13.33  7.98 256 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 10 20 999 99.0 99.0  0.76  8.33  7.85 287 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 10 50 999 99.0 99.0  0.82 12.50  7.97 261 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 11 20 999 99.0 99.0  0.82 12.50  7.89 265 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 11 50 999 99.0 99.0  0.80 13.33  7.89 262 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 12 20 999 99.0 99.0  0.76 13.33  7.55 251 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 12 50 999 99.0 99.0  0.73 13.33  7.96 248 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 13 20 999 99.0 99.0  0.71 13.33  7.89 245 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 13 50 999 99.0 99.0  0.76 14.29  8.29 242 9999.0 999.0  14.5 999.0 99.0 99.00
2009 01 01 14 20 999 99.0 99.0  0.70 12.50  7.95 239 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 14 50 999 99.0 99.0  0.66 12.50  7.79 253 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 15 20 999 99.0 99.0  0.65 13.33  7.62 262 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 15 50 999 99.0 99.0  0.64 14.29  7.67 248 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 16 20 999 99.0 99.0  0.63 14.29  7.77 238 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 16 50 999 99.0 99.0  0.62 13.33  7.89 238 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 17 20 999 99.0 99.0  0.58 14.29  7.46 238 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 17 50 999 99.0 99.0  0.59 11.11  7.54 255 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 18 20 999 99.0 99.0  0.61 12.50  7.61 248 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 01 18 50 999 99.0 99.0  0.62 12.50  7.63 256 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 01 19 20 999 99.0 99.0  0.70 14.29  8.13 265 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 19 50 999 99.0 99.0  0.73 13.33  7.85 262 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 20 20 999 99.0 99.0  0.75  7.69  7.68 280 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 20 50 999 99.0 99.0  0.78  9.09  7.76 283 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 21 20 999 99.0 99.0  0.85  8.33  7.49 280 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 21 50 999 99.0 99.0  0.86  8.33  7.42 287 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 22 20 999 99.0 99.0  0.82  8.33  7.16 283 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 22 50 999 99.0 99.0  0.96  8.33  7.24 283 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 23 20 999 99.0 99.0  0.82  8.33  6.97 282 9999.0 999.0  14.8 999.0 99.0 99.00
2009 01 01 23 50 999 99.0 99.0  0.86  7.69  7.03 283 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 02 00 20 999 99.0 99.0  0.89  8.33  6.97 282 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 02 00 50 999 99.0 99.0  0.83  9.09  6.72 275 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 02 01 20 999 99.0 99.0  0.75  7.69  6.58 280 9999.0 999.0  14.7 999.0 99.0 99.00
2009 01 02 01 50 999 99.0 99.0  0.83  7.69  6.93 280 9999.0 999.0  14.6 999.0 99.0 99.00
2009 01 02 02 20 999 99.0 99.0  0.75  8.33  6.75 277 9999.0 999.0  14.5 999.0 99.0 99.00
