#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 05 23 999 99.0 99.0  0.90 20.00  7.67 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 05 53 999 99.0 99.0  0.90 20.00  7.53 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 06 23 999 99.0 99.0  0.86 20.00  7.65 264 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 06 53 999 99.0 99.0  0.79 18.18  6.84 276 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 07 23 999 99.0 99.0  0.88 20.00  7.84 269 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 07 53 999 99.0 99.0  0.81 20.00  7.27 262 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 08 23 999 99.0 99.0  0.74 12.50  6.63 251 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 08 53 999 99.0 99.0  0.78 20.00  7.09 281 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 09 23 999 99.0 99.0  0.83 20.00  7.82 268 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 09 53 999 99.0 99.0  0.82 20.00  7.36 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 10 23 999 99.0 99.0  0.86 18.18  7.68 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 10 53 999 99.0 99.0  0.84 18.18  7.41 265 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 11 23 999 99.0 99.0  0.83 18.18  7.50 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 11 53 999 99.0 99.0  0.79 18.18  7.09 285 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 12 23 999 99.0 99.0  0.84 18.18  7.96 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 12 53 999 99.0 99.0  0.78 18.18  8.30 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 13 23 999 99.0 99.0  0.76 18.18  8.14 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 13 53 999 99.0 99.0  0.78 18.18  7.81 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 14 23 999 99.0 99.0  0.90 18.18  9.79 274 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 14 53 999 99.0 99.0  0.81 18.18  8.90 268 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 01 15 23 999 99.0 99.0  0.88 16.67  9.29 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 01 15 53 999 99.0 99.0  0.92 18.18  9.95 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 01 16 23 999 99.0 99.0  0.94 16.67 10.00 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 16 53 999 99.0 99.0  0.83 18.18  9.39 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 01 17 23 999 99.0 99.0  0.94 16.67 10.26 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 17 53 999 99.0 99.0  0.92 16.67 10.38 282 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 18 23 999 99.0 99.0  0.88 16.67  9.95 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 18 53 999 99.0 99.0  1.01 16.67 11.01 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 19 23 999 99.0 99.0  0.94 16.67 10.62 281 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 19 53 999 99.0 99.0  1.05 18.18 11.75 276 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 01 20 23 999 99.0 99.0  1.00 16.67 11.26 285 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 01 20 53 999 99.0 99.0  1.00 16.67 11.08 279 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 01 21 23 999 99.0 99.0  0.93 16.67 10.63 275 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 01 21 53 999 99.0 99.0  0.93 16.67 10.71 282 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 01 22 23 999 99.0 99.0  0.87 16.67  9.91 267 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 01 22 53 999 99.0 99.0  0.94 15.38 10.40 281 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 01 23 23 999 99.0 99.0  0.89 16.67 10.51 281 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 01 23 53 999 99.0 99.0  0.80 16.67  9.57 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 00 23 999 99.0 99.0  0.81 18.18  9.45 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 00 53 999 99.0 99.0  0.93 16.67 10.72 272 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 01 23 999 99.0 99.0  0.86 15.38 10.18 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 01 53 999 99.0 99.0  0.89 15.38 10.35 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 02 23 999 99.0 99.0  0.93 16.67  9.79 269 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 02 53 999 99.0 99.0  0.90 16.67  9.60 274 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 03 23 999 99.0 99.0  0.85 16.67  9.10 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 03 53 999 99.0 99.0  0.92 15.38  9.15 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 04 23 999 99.0 99.0  0.90 16.67 10.14 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 04 53 999 99.0 99.0  0.96 16.67 11.45 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 05 23 999 99.0 99.0  1.01 16.67 12.02 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 05 53 999 99.0 99.0  0.99 15.38 12.07 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 06 23 999 99.0 99.0  0.99 15.38 11.86 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 06 53 999 99.0 99.0  1.00 16.67 12.32 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 07 23 999 99.0 99.0  1.00 15.38 11.27 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 07 53 999 99.0 99.0  0.94 16.67 11.05 288 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 08 23 999 99.0 99.0  1.06 16.67 11.06 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 08 53 999 99.0 99.0  0.92 15.38  9.96 283 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 09 23 999 99.0 99.0  0.97 15.38 10.62 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 09 53 999 99.0 99.0  0.98 16.67 10.40 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 10 23 999 99.0 99.0  0.96 15.38 10.12 281 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 10 53 999 99.0 99.0  0.96 15.38  9.95 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 11 23 999 99.0 99.0  0.95 15.38 10.42 264 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 11 53 999 99.0 99.0  0.94 15.38 10.84 282 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 12 23 999 99.0 99.0  1.05 15.38 11.33 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 12 53 999 99.0 99.0  1.11 15.38 11.96 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 13 23 999 99.0 99.0  0.95 16.67 10.60 281 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 13 53 999 99.0 99.0  0.96 14.29  9.67 282 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 14 23 999 99.0 99.0  0.93 16.67  9.76 278 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 14 53 999 99.0 99.0  1.01 14.29 10.32 283 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 15 23 999 99.0 99.0  0.88 15.38 10.32 271 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 15 53 999 99.0 99.0  1.02 15.38 11.28 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 16 23 999 99.0 99.0  0.92 14.29 10.79 282 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 16 53 999 99.0 99.0  0.92 16.67 11.20 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 17 23 999 99.0 99.0  1.04 15.38 11.73 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 17 53 999 99.0 99.0  0.98 16.67 11.76 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 18 23 999 99.0 99.0  1.10 15.38 11.98 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 18 53 999 99.0 99.0  1.11 15.38 12.23 274 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 19 23 999 99.0 99.0  1.09 14.29 12.59 278 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 19 53 999 99.0 99.0  1.03 16.67 12.66 276 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 20 23 999 99.0 99.0  1.04 14.29 12.84 282 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 20 53 999 99.0 99.0  1.05 15.38 12.56 274 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 21 23 999 99.0 99.0  0.93 16.67 12.63 276 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 21 53 999 99.0 99.0  0.95 13.33 12.75 282 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 22 23 999 99.0 99.0  1.00 15.38 13.32 274 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 22 53 999 99.0 99.0  0.86 15.38 12.16 272 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 02 23 23 999 99.0 99.0  0.97 14.29 11.65 271 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 02 23 53 999 99.0 99.0  0.95 12.50 10.62 274 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 03 00 23 999 99.0 99.0  0.96 16.67  8.93 267 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 03 00 53 999 99.0 99.0  0.93 14.29  7.94 274 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 03 01 23 999 99.0 99.0  1.02 14.29  8.54 267 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 03 01 53 999 99.0 99.0  0.91 15.38  7.62 272 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 03 02 23 999 99.0 99.0  0.92 15.38  8.36 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 02 53 999 99.0 99.0  0.89 15.38  8.69 278 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 03 23 999 99.0 99.0  0.91 13.33  8.76 268 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 03 53 999 99.0 99.0  0.95 15.38  9.58 272 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 04 23 999 99.0 99.0  0.89 16.67  9.19 271 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 04 53 999 99.0 99.0  0.86 15.38  9.62 271 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 05 23 999 99.0 99.0  0.88 14.29  9.62 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 05 53 999 99.0 99.0  0.95 14.29 10.67 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 06 23 999 99.0 99.0  0.84 13.33  9.37 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 06 53 999 99.0 99.0  0.86 16.67  9.59 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 07 23 999 99.0 99.0  0.97 15.38 10.37 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 07 53 999 99.0 99.0  0.94 16.67  9.98 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 08 23 999 99.0 99.0  0.84 16.67  9.20 285 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 08 53 999 99.0 99.0  0.98 14.29 10.11 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 09 23 999 99.0 99.0  1.01 15.38 10.03 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 09 53 999 99.0 99.0  0.80 16.67  9.06 281 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 10 23 999 99.0 99.0  0.98 15.38 10.50 286 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 10 53 999 99.0 99.0  0.99 15.38 10.20 274 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 11 23 999 99.0 99.0  1.05 15.38 10.38 268 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 11 53 999 99.0 99.0  1.05 15.38 10.57 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 12 23 999 99.0 99.0  0.94 15.38 10.35 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 12 53 999 99.0 99.0  0.96 15.38 10.60 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 13 23 999 99.0 99.0  0.94 14.29 10.39 258 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 13 53 999 99.0 99.0  0.97 15.38 11.19 267 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 14 23 999 99.0 99.0  0.80 16.67  9.77 276 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 14 53 999 99.0 99.0  0.98 14.29 10.97 265 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 15 23 999 99.0 99.0  0.92 14.29 10.99 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 15 53 999 99.0 99.0  0.84 14.29  9.84 274 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 16 23 999 99.0 99.0  0.94 14.29 10.23 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 16 53 999 99.0 99.0  1.01 14.29 10.93 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 17 23 999 99.0 99.0  0.90 15.38 10.70 261 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 17 53 999 99.0 99.0  0.92 15.38 10.74 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 18 23 999 99.0 99.0  0.96 15.38 11.28 275 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 18 53 999 99.0 99.0  0.98 15.38 11.39 268 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 19 23 999 99.0 99.0  0.96 15.38 11.02 278 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 19 53 999 99.0 99.0  0.89 15.38 10.38 271 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 03 20 23 999 99.0 99.0  0.97 15.38 11.16 281 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 03 20 53 999 99.0 99.0  0.82 15.38 10.09 274 9999.0 999.0  15.2 999.0 99.0 99.00
