datetime,SURF_TEMP_C,SURF_SAL_PSU
2013-12-17,16.242857142857144,33.64714285714286
2013-12-24,15.714285714285714,33.63
2013-12-31,15.614285714285714,33.61714285714286
2014-01-07,15.700000000000001,33.628571428571426
2014-01-14,16.04285714285714,33.60285714285714
2014-01-21,15.6,33.593333333333334
2014-01-28,15.757142857142856,33.60142857142857
2014-02-04,16.17142857142857,33.589999999999996
2014-02-11,15.916666666666666,33.61000000000001
2014-02-18,15.771428571428572,33.58142857142857
2014-02-25,15.757142857142856,33.54857142857143
2014-03-04,16.433333333333334,33.54833333333334
2014-03-11,16.685714285714287,33.50285714285714
2014-03-18,17.314285714285713,33.48
2014-03-25,18.157142857142855,33.47571428571428
2014-04-01,18.2,33.51
2014-04-08,17.433333333333334,33.52666666666667
2014-04-15,16.342857142857145,33.511428571428574
2014-04-22,16.475,33.519999999999996
2014-04-29,16.8,33.56285714285714
2014-05-06,17.6,33.58
2014-05-13,18.32,33.604
2014-05-20,17.871428571428574,33.61857142857143
2014-05-27,19.566666666666666,33.62833333333334
2014-06-03,19.866666666666667,33.65
2014-06-10,21.0,33.674285714285716
2014-06-17,20.67142857142857,33.64
2014-06-24,20.357142857142858,33.61714285714286
2014-07-01,21.071428571428573,33.67142857142857
2014-07-08,21.942857142857143,33.72857142857143
2014-07-15,22.55,33.695
2014-07-22,23.2,33.742000000000004
2014-07-29,21.842857142857145,33.660000000000004
2014-08-05,21.599999999999998,33.55714285714286
2014-08-12,22.916666666666668,33.55166666666667
2014-08-19,22.914285714285715,33.63
2014-08-26,22.483333333333334,33.60166666666667
2014-09-02,22.485714285714288,33.62571428571429
2014-09-09,23.285714285714285,33.66428571428572
2014-09-16,22.97142857142857,33.63
2014-09-23,22.271428571428572,33.58428571428571
2014-09-30,22.46666666666667,33.56166666666667
2014-10-07,21.185714285714287,33.53857142857142
2014-10-14,22.683333333333334,33.61833333333333
2014-10-21,21.557142857142857,33.598571428571425
2014-10-28,21.3,33.63
2014-11-04,21.45,33.63333333333333
2014-11-11,21.016666666666666,33.675000000000004
2014-11-18,19.8,33.61666666666667
2014-11-25,19.759999999999998,33.67
2014-12-02,19.116666666666667,33.65
2014-12-09,18.82857142857143,33.63142857142857
2014-12-16,18.585714285714285,33.542857142857144
2014-12-23,18.142857142857142,33.5
2014-12-30,17.742857142857144,33.47428571428571
2015-01-06,17.32857142857143,33.48142857142857
2015-01-13,16.1,33.52571428571429
2015-01-20,16.516666666666666,33.48833333333334
2015-01-27,17.057142857142857,33.45142857142857
2015-02-03,16.728571428571428,33.46714285714285
2015-02-10,16.985714285714288,33.43
2015-02-17,17.071428571428573,33.41428571428572
2015-02-24,17.416666666666668,33.406666666666666
2015-03-03,17.54285714285714,33.39
2015-03-10,17.4,33.40857142857143
2015-03-17,16.985714285714284,33.40857142857143
2015-03-24,17.383333333333333,33.37
2015-03-31,18.071428571428573,33.371428571428574
2015-04-07,18.95,33.38
2015-04-14,18.614285714285717,33.40714285714286
2015-04-21,17.728571428571428,33.43
2015-04-28,17.37142857142857,33.41285714285714
2015-05-05,17.357142857142858,33.4
2015-05-12,18.87142857142857,33.385714285714286
2015-05-19,18.228571428571428,33.40857142857143
2015-05-26,17.0,33.40833333333333
2015-06-02,18.342857142857145,33.41857142857143
2015-06-09,18.900000000000002,33.43833333333333
2015-06-16,19.47142857142857,33.478571428571435
2015-06-23,17.242857142857144,33.38285714285714
2015-06-30,19.433333333333334,33.449999999999996
2015-07-07,21.157142857142855,33.48285714285714
2015-07-14,21.571428571428573,33.48285714285714
2015-07-21,21.557142857142857,33.53285714285715
2015-07-28,20.842857142857145,33.42714285714286
2015-08-04,22.228571428571428,33.362857142857145
2015-08-11,22.32857142857143,33.43571428571429
2015-08-18,21.5,33.424285714285716
2015-08-25,22.833333333333332,33.45166666666667
2015-09-01,22.98,33.510000000000005
2015-09-08,24.28333333333333,33.53
2015-09-15,23.314285714285713,33.58714285714286
2015-09-22,24.7,33.60285714285714
2015-09-29,24.45,33.545
2015-10-06,24.37142857142857,33.52
2015-10-13,22.3,33.46142857142858
2015-10-20,21.942857142857143,33.434285714285714
2015-10-27,23.2,33.468333333333334
2015-11-03,22.28333333333333,33.53333333333333
2015-11-10,21.119999999999997,33.546
2015-11-17,19.942857142857143,33.542857142857144
2015-11-24,19.080000000000002,33.548
2015-12-01,19.885714285714283,33.667142857142856
2015-12-08,18.3,33.67
2015-12-15,18.457142857142856,33.71
2015-12-22,18.12857142857143,33.73571428571429
2015-12-29,17.150000000000002,33.725
2016-01-05,16.533333333333335,33.685
2016-01-12,15.700000000000001,33.678333333333335
2016-01-19,16.0,33.42857142857143
2016-01-26,15.87142857142857,33.51285714285714
2016-02-02,16.240000000000002,33.594
2016-02-09,16.016666666666666,33.64666666666667
2016-02-16,15.450000000000001,33.63833333333333
2016-02-23,16.442857142857143,33.628571428571426
2016-03-01,16.583333333333332,33.608333333333334
2016-03-08,17.057142857142857,33.62
2016-03-15,17.349999999999998,33.6
2016-03-22,17.114285714285714,33.534285714285716
2016-03-29,17.55,33.53333333333333
2016-04-05,16.716666666666665,33.54833333333333
2016-04-12,16.685714285714287,33.57857142857143
2016-04-19,16.97142857142857,33.535714285714285
2016-04-26,18.06,33.553999999999995
