#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 00 20 999 99.0 99.0  0.73  7.76 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 06 20 999 99.0 99.0  0.71  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 07 20 999 99.0 99.0  0.66  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 08 20 999 99.0 99.0  0.60  8.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 09 20 999 99.0 99.0  0.57  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 10 20 999 99.0 99.0  0.55  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 11 20 999 99.0 99.0  0.52  8.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 12 20 999 99.0 99.0  0.50 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 13 20 999 99.0 99.0  0.49 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 14 20 999 99.0 99.0  0.48 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 15 20 999 99.0 99.0  0.49 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 16 20 999 99.0 99.0  0.56 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 17 20 999 99.0 99.0  0.58 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 18 20 999 99.0 99.0  0.60 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 19 20 999 99.0 99.0  0.65 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 20 20 999 99.0 99.0  0.70 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 21 20 999 99.0 99.0  0.64 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 22 20 999 99.0 99.0  0.62 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 01 23 20 999 99.0 99.0  0.54 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 00 20 999 99.0 99.0  0.56 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 01 20 999 99.0 99.0  0.62 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 02 20 999 99.0 99.0  0.51 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 03 20 999 99.0 99.0  0.55 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 04 20 999 99.0 99.0  0.53 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 05 20 999 99.0 99.0  0.52 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 06 20 999 99.0 99.0  0.55 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2013 01 02 07 20 999 99.0 99.0  0.60 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
