#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 01 00 20 317  1.7 99.0  0.44 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 01 20 334  2.1 99.0  0.40 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 02 20  24  2.9 99.0  0.38 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 03 20  19  2.4 99.0  0.37  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 04 20  21  2.6 99.0  0.37 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 05 20  31  2.5 99.0  0.35  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 06 20  25  2.5 99.0  0.36 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 07 20  34  2.6 99.0  0.36 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 08 20 111  0.4 99.0  0.37 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 09 20  31  2.1 99.0  0.40 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 10 20  45  0.5 99.0  0.45 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 11 20 162  0.3 99.0  0.45  3.37 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 12 20 299  1.8 99.0  0.46 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 13 20 342  0.8 99.0  0.45  3.94 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 14 20 126  1.3 99.0  0.40  3.76 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 15 20 147  0.4 99.0  0.39 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 16 20 136  0.6 99.0  0.37 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 17 20 120  0.5 99.0  0.38 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 18 20   9  1.3 99.0  0.35  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 19 20 349  2.4 99.0  0.34  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 20 20   1  2.7 99.0  0.37 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 21 20 343  2.3 99.0  0.35  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 22 20 337  1.7 99.0  0.36  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 01 23 20 311  1.8 99.0  0.37 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 02 00 20   3  2.2 99.0  0.36 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 02 01 20 329  1.3 99.0  0.35  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 02 02 20 349  1.4 99.0  0.33  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 02 03 20 343  0.9 99.0  0.31 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2018 01 02 04 20  37  0.6 99.0  0.29 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
