#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 00 12 321  3.6  4.7  0.55 11.64 99.00 999 9999.0  13.5 999.0 999.0 99.0 99.00
2009 01 01 04 12  54  0.6  1.1  0.51 11.13 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2009 01 01 05 12 160  0.5  0.9  0.57 12.80 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2009 01 01 06 12 128  0.1  0.6  0.56 12.80 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2009 01 01 07 12  26  0.4  1.4  0.60 10.67 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2009 01 01 09 12  17  1.2  2.6  0.58 12.80 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2009 01 01 10 12  81  1.2  2.3  0.57  8.83 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2009 01 01 11 12  39  0.9  2.2  0.56  7.76 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2009 01 01 12 12 124  0.8  2.4  0.58  7.76 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2009 01 01 13 12   0  1.4  2.5  0.54  8.53 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2009 01 01 14 12   6  1.2  2.6  0.52  9.85 99.00 999 9999.0   8.6 999.0 999.0 99.0 99.00
2009 01 01 15 12 118  0.5  1.7  0.50  6.24 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2009 01 01 16 12  41  1.3  2.8  0.53  7.76 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2009 01 01 17 12  14  2.0  3.3  0.51  7.76 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2009 01 01 18 12 353  0.9  2.4  0.54  7.76 99.00 999 9999.0  13.0 999.0 999.0 99.0 99.00
2009 01 01 19 12 336  1.5  2.8  0.57  8.00 99.00 999 9999.0  14.0 999.0 999.0 99.0 99.00
2009 01 01 20 12 344  2.2  3.2  0.58  8.83 99.00 999 9999.0  17.3 999.0 999.0 99.0 99.00
2009 01 01 21 12 338  2.7  3.6  0.71  8.83 99.00 999 9999.0  17.9 999.0 999.0 99.0 99.00
2009 01 01 22 12 333  2.1  3.0  0.72  8.53 99.00 999 9999.0  16.1 999.0 999.0 99.0 99.00
2009 01 01 23 12 335  2.7  3.9  0.71  8.26 99.00 999 9999.0  14.3 999.0 999.0 99.0 99.00
2009 01 02 00 12 340  2.7  4.3  0.74  7.76 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2009 01 02 01 12 315  2.1  4.1  0.62  7.76 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2009 01 02 02 12 345  0.4  1.8  0.61  7.76 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2009 01 02 03 12  51  1.3  2.5  0.58  8.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2009 01 02 04 12  87  1.0  2.5  0.61  7.76 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2009 01 02 05 12  57  1.4  3.1  0.63  7.76 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2009 01 02 06 12  43  1.7  3.1  0.63  7.76 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2009 01 02 07 12  81  1.2  2.2  0.59  7.76 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2009 01 02 08 12 151  1.6  2.7  0.58  7.53 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2009 01 02 09 12 176  2.0  3.1  0.57  7.76 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2009 01 02 10 12 166  1.1  2.5  0.63  8.83 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2009 01 02 11 12 174  1.1  2.9  0.56  7.53 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2009 01 02 12 12 153  2.3  3.4  0.59  7.53 99.00 999 9999.0   8.4 999.0 999.0 99.0 99.00
2009 01 02 13 12 169  1.8  3.1  0.57  7.76 99.00 999 9999.0   8.4 999.0 999.0 99.0 99.00
2009 01 02 14 12 228  1.8  2.9  0.55  7.53 99.00 999 9999.0   8.6 999.0 999.0 99.0 99.00
2009 01 02 15 12 127  1.0  2.2  0.53  7.11 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2009 01 02 16 12 113  1.4  2.4  0.51  7.76 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2009 01 02 17 12  42  0.8  2.1  0.53  6.74 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2009 01 02 18 12 121  1.1  2.2  0.54  7.11 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2009 01 02 19 12 156  1.5  2.8  0.57  6.74 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2009 01 02 20 12 160  2.6  5.2  0.58  8.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2009 01 02 21 12 246  3.6  4.6  0.62  7.11 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2009 01 02 22 12 208  3.2  5.2  0.61  7.31 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2009 01 02 23 12 201  3.0  5.4  0.63  8.26 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2009 01 03 00 12 211  2.8  4.9  0.56  9.48 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2009 01 03 01 12 256  2.6  4.8  0.55  9.48 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2009 01 03 02 12 105  2.4  3.7  0.51  7.53 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2009 01 03 03 12 110  2.9  4.5  0.49  7.11 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2009 01 03 04 12 119  3.8  5.8  0.53  7.31 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2009 01 03 05 12 137  3.1  5.0  0.50  6.92 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2009 01 03 06 12 139  3.2  5.4  0.55  7.31 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2009 01 03 07 12 137  3.5  5.6  0.60  7.53 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2009 01 03 08 12 119  2.8  4.6  0.58  7.31 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2009 01 03 09 12 121  2.7  4.9  0.61  7.76 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2009 01 03 10 12 123  4.0  6.6  0.67  7.53 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2009 01 03 11 12 147  3.2  5.6  0.63  6.24 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2009 01 03 12 12 153  3.3  5.6  0.66  8.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2009 01 03 13 12 159  2.9  5.3  0.64  7.76 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2009 01 03 14 12 117  2.7  4.7  0.60  6.40 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2009 01 03 15 12 129  3.8  6.6  0.59  7.31 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2009 01 03 16 12 136  4.4  6.8  0.60  6.24 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2009 01 03 17 12 161  3.6  6.3  0.59  5.95 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2009 01 03 18 12 200  2.7  4.2  0.74  5.57 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2009 01 03 19 12 237  2.6  4.2  0.74  4.92 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2009 01 03 20 12 193  2.9  4.7  0.75  5.57 99.00 999 9999.0  14.3 999.0 999.0 99.0 99.00
2009 01 03 21 12 178  4.4  6.9  0.72  6.56 99.00 999 9999.0  13.8 999.0 999.0 99.0 99.00
