#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 01 00 20 999 99.0 99.0  0.80 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 01 20 999 99.0 99.0  0.79 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 02 20 999 99.0 99.0  0.70 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 03 20 999 99.0 99.0  0.67 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 04 20 999 99.0 99.0  0.66 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 05 20 999 99.0 99.0  0.74 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 06 20 999 99.0 99.0  0.71 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 07 20 999 99.0 99.0  0.68 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 08 20 999 99.0 99.0  0.72 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 09 20 999 99.0 99.0  0.69 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 10 20 999 99.0 99.0  0.70 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 11 20 999 99.0 99.0  0.75 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 12 20 999 99.0 99.0  0.70 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 13 20 999 99.0 99.0  0.72 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 14 20 999 99.0 99.0  0.69 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 15 20 999 99.0 99.0  0.62 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 16 20 999 99.0 99.0  0.64 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 17 20 999 99.0 99.0  0.71 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 18 20 999 99.0 99.0  0.77 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 19 20 999 99.0 99.0  0.65 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 20 20 999 99.0 99.0  0.70  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 21 20 999 99.0 99.0  0.77 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 22 20 999 99.0 99.0  0.77 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 23 20 999 99.0 99.0  0.81 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 00 20 999 99.0 99.0  0.77 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 01 20 999 99.0 99.0  0.78 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 02 20 999 99.0 99.0  0.75 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 03 20 999 99.0 99.0  0.69 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 04 20 999 99.0 99.0  0.60 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 05 20 999 99.0 99.0  0.56 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 06 20 999 99.0 99.0  0.60 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 08 20 999 99.0 99.0  0.60 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 09 20 999 99.0 99.0  0.64 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 10 19 999 99.0 99.0  0.64 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 11 20 999 99.0 99.0  0.61 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 12 20 999 99.0 99.0  0.62 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 13 20 999 99.0 99.0  0.61 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 14 20 999 99.0 99.0  0.63 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 16 20 999 99.0 99.0  0.58 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 17 20 999 99.0 99.0  0.54 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 18 20 999 99.0 99.0  0.51 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 19 20 999 99.0 99.0  0.49  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 20 20 999 99.0 99.0  0.49 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 21 20 999 99.0 99.0  0.54 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 22 20 999 99.0 99.0  0.57 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 23 20 999 99.0 99.0  0.57 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 00 20 999 99.0 99.0  0.57  3.32 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 01 20 999 99.0 99.0  0.53 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 02 20 999 99.0 99.0  0.50  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 03 20 999 99.0 99.0  0.47 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 04 20 999 99.0 99.0  0.46  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 05 20 999 99.0 99.0  0.52 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 06 20 999 99.0 99.0  0.49  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 07 20 999 99.0 99.0  0.46 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 08 20 999 99.0 99.0  0.46 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
